tool_condition,Y1_OutputCurrent,X1_CommandPosition,X1_ActualPosition,clamp_pressure,Y1_CommandPosition,Y1_ActualPosition,X1_OutputCurrent,X1_DCBusVoltage,X1_OutputVoltage,Z1_CommandPosition,Z1_ActualPosition,M1_CURRENT_FEEDRATE,X1_OutputPower,Y1_OutputVoltage,S1_OutputCurrent,Y1_DCBusVoltage,feedrate,Y1_OutputPower,S1_CurrentFeedback,S1_ActualVelocity
0,327.0,168.0,168.0,3.0,104.0,104.0,328.0,0.106,29.5,62.8,63.1,50.0,0.00394,48.5,329.0,0.186,6,0.0127,0.634,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0684,1.78,55.5,55.5,50.0,5.31e-05,0.496,329.0,0.0372,6,0.0,0.499,-0.002
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0686,6.09,55.5,55.5,50.0,2.02e-05,0.769,329.0,0.0323,6,1.01e-05,0.243,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.068,4.25,55.5,55.5,50.0,7.52e-05,0.906,329.0,0.037,6,3.61e-06,-0.00409,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0642,2.67,55.5,55.5,50.0,3.03e-05,1.62,329.0,0.0258,6,3.35e-06,0.754,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0646,1.87,55.5,55.5,50.0,3.06e-05,2.76,329.0,0.026,6,2.87e-06,0.243,-0.00175
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0467,5.1,55.5,55.5,50.0,-2.84e-05,3.91,329.0,0.0226,6,-5.22e-06,0.489,-0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,330.0,0.0444,4.16,55.5,55.5,50.0,-2.75e-05,0.701,329.0,0.0244,6,-2.68e-06,-0.00409,0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0679,3.41,55.5,55.5,50.0,2.08e-05,0.878,329.0,0.038,6,-3.67e-06,0.252,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0715,3.35,55.5,55.5,50.0,6.48e-05,1.07,329.0,0.0282,6,0.0,0.499,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,330.0,0.0443,6.87,55.5,55.5,50.0,-1.35e-05,1.66,329.0,0.0276,6,0.0,-0.00409,-0.002
0,325.0,152.0,152.0,3.0,91.6,91.6,326.0,0.0693,12.7,29.5,29.5,6.0,0.00087,6.16,323.0,0.0718,6,-2.24e-05,18.5,53.3
0,325.0,152.0,152.0,3.0,91.6,91.6,326.0,0.0742,11.4,29.5,29.5,6.0,0.00089,5.81,323.0,0.0727,6,2.3e-05,15.2,53.5
0,325.0,153.0,153.0,3.0,91.6,91.6,326.0,0.0983,14.3,29.5,29.5,6.0,0.00125,5.78,323.0,0.0728,6,-2.2e-05,25.0,53.2
0,325.0,154.0,154.0,3.0,91.6,91.6,326.0,0.0787,12.0,29.5,29.5,6.0,0.000998,5.87,323.0,0.0725,6,1.15e-05,14.5,53.5
0,325.0,154.0,154.0,3.0,91.6,91.6,326.0,0.0835,13.7,29.5,29.5,6.0,0.00102,5.89,324.0,0.0754,6,-3.41e-05,19.6,53.4
0,325.0,155.0,155.0,3.0,91.6,91.6,326.0,0.0993,14.1,29.5,29.5,6.0,0.00124,5.38,323.0,0.0709,6,-1.13e-05,22.1,53.2
0,325.0,155.0,155.0,3.0,91.6,91.6,326.0,0.0831,13.6,29.5,29.5,6.0,0.00104,5.58,324.0,0.0712,6,-2.24e-05,16.9,53.4
0,325.0,156.0,156.0,3.0,91.6,91.6,326.0,0.0999,12.2,29.5,29.5,6.0,0.00119,6.1,323.0,0.07,6,0.0,20.5,53.4
0,325.0,157.0,156.0,3.0,91.6,91.6,326.0,0.109,14.1,29.5,29.5,6.0,0.0014,5.23,323.0,0.0703,6,-2.22e-05,21.6,53.3
0,325.0,157.0,157.0,3.0,91.6,91.6,326.0,0.0984,13.7,29.5,29.5,6.0,0.00128,6.96,323.0,0.0673,6,-2.14e-05,19.1,53.4
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0623,3.66,55.5,55.5,50.0,4.84e-05,1.03,329.0,0.032,6,0.0,1.51,-0.00075
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0399,6.2,55.5,55.5,50.0,-3e-05,0.682,329.0,0.0395,6,-2.68e-06,0.745,0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0451,7.01,55.5,55.5,50.0,-1.35e-05,0.151,329.0,0.0383,6,0.0,0.499,-0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0417,5.04,55.5,55.5,50.0,-2.41e-05,1.31,329.0,0.0532,6,-6.18e-06,-0.0132,0.00325
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0442,2.98,55.5,55.5,50.0,-2.54e-05,0.963,329.0,0.0447,6,3.16e-06,-0.00409,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0434,3.94,55.5,55.5,50.0,0.0,4.6,329.0,0.0796,6,-4.03e-06,0.499,0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0633,2.99,55.5,55.5,50.0,3.92e-05,6.38,329.0,0.035,6,6.63e-06,0.499,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,330.0,0.0766,4.18,55.5,55.5,50.0,4.65e-05,1.71,329.0,0.0297,6,0.0,0.508,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,330.0,0.072,5.76,55.5,55.5,50.0,1.06e-05,3.59,329.0,0.0319,6,2.92e-06,-0.26,-0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,330.0,0.0665,4.69,55.5,55.5,50.0,3.12e-05,2.94,329.0,0.0422,6,4.13e-06,0.745,0.0
0,324.0,162.0,162.0,3.0,83.1,83.1,326.0,0.0392,5.12,29.5,29.5,6.0,-2.87e-05,15.6,322.0,0.151,6,0.0019,18.6,53.4
0,324.0,162.0,162.0,3.0,82.5,82.5,326.0,0.0382,4.87,29.5,29.5,6.0,-1.58e-05,16.4,322.0,0.149,6,0.00188,22.9,53.3
0,324.0,162.0,162.0,3.0,81.9,81.9,326.0,0.0427,5.23,29.5,29.5,6.0,-5.78e-06,16.8,321.0,0.155,6,0.00199,23.4,53.3
0,324.0,162.0,162.0,3.0,81.3,81.3,326.0,0.039,4.23,29.5,29.5,6.0,-2.76e-05,14.8,322.0,0.126,6,0.00154,15.2,53.5
0,324.0,162.0,162.0,3.0,80.7,80.7,326.0,0.0474,3.89,29.5,29.5,6.0,-4.42e-05,13.5,322.0,0.102,6,0.00122,26.7,53.2
0,325.0,162.0,162.0,3.0,80.1,80.2,326.0,0.0397,4.46,29.5,29.5,6.0,-1.13e-05,12.7,322.0,0.0893,6,0.0011,26.0,53.1
0,324.0,162.0,162.0,3.0,79.5,79.5,326.0,0.0334,6.08,29.5,29.5,6.0,-1.94e-05,11.0,323.0,0.0506,6,0.00058,17.2,53.5
0,324.0,162.0,162.0,3.0,78.9,78.9,326.0,0.0387,6.22,29.5,29.5,6.0,-1.06e-05,17.0,321.0,0.0893,6,0.00109,26.5,53.1
0,324.0,162.0,162.0,3.0,78.3,78.3,326.0,0.0424,6.29,29.5,29.5,6.0,-2.48e-05,14.2,321.0,0.115,6,0.00141,16.0,53.4
0,324.0,162.0,162.0,3.0,77.7,77.7,326.0,0.0366,6.37,29.5,29.5,6.0,-1.03e-05,14.3,323.0,0.0938,6,0.00119,19.8,53.4
0,325.0,156.0,156.0,3.0,72.4,72.4,326.0,0.0911,13.8,28.5,28.5,6.0,0.00117,2.7,317.0,0.0398,6,5.52e-06,21.1,53.4
0,325.0,155.0,155.0,3.0,72.4,72.4,326.0,0.115,14.9,28.5,28.5,6.0,0.00144,2.68,316.0,0.0375,6,5.53e-06,22.0,53.3
0,325.0,154.0,154.0,3.0,72.4,72.4,326.0,0.0953,13.3,28.5,28.5,6.0,0.00118,1.65,318.0,0.0441,6,5.34e-06,23.5,53.3
0,325.0,154.0,154.0,3.0,72.4,72.4,327.0,0.0867,12.8,28.5,28.5,6.0,0.00107,1.77,316.0,0.0381,6,5.44e-06,21.3,53.4
0,325.0,153.0,153.0,3.0,72.4,72.4,326.0,0.102,13.1,28.5,28.5,6.0,0.00133,2.31,317.0,0.0346,6,4.85e-06,19.4,53.3
0,325.0,153.0,153.0,3.0,72.4,72.4,326.0,0.11,13.7,28.5,28.5,6.0,0.00137,1.66,318.0,0.0382,6,5.51e-06,16.9,53.5
0,325.0,152.0,152.0,3.0,72.4,72.4,326.0,0.0926,14.5,28.5,28.5,6.0,0.00116,1.66,316.0,0.0373,6,-5.17e-06,26.7,53.3
0,325.0,151.0,151.0,3.0,72.4,72.4,326.0,0.0816,12.6,28.5,28.5,6.0,0.00105,0.742,316.0,0.036,6,1.06e-05,20.7,53.3
0,325.0,151.0,151.0,3.0,72.4,72.4,326.0,0.0825,14.1,28.5,28.5,6.0,0.0011,2.12,318.0,0.0407,6,5.32e-06,18.4,53.4
0,325.0,150.0,150.0,3.0,72.4,72.4,327.0,0.0808,16.1,28.5,28.5,6.0,0.001,4.49,323.0,0.0324,6,-8.75e-06,20.5,53.4
0,325.0,148.0,148.0,3.0,105.0,105.0,326.0,0.0769,13.8,29.5,29.5,6.0,0.000992,1.57,317.0,0.0163,6,2.08e-06,23.7,53.3
0,325.0,149.0,149.0,3.0,105.0,105.0,326.0,0.0878,13.7,29.5,29.5,6.0,0.00116,1.75,315.0,0.0188,6,1.29e-06,20.9,53.3
0,325.0,149.0,149.0,3.0,105.0,105.0,326.0,0.0988,13.3,29.5,29.5,6.0,0.00117,1.11,316.0,0.0178,6,-2.65e-06,11.5,53.5
0,325.0,150.0,150.0,3.0,105.0,105.0,326.0,0.0799,12.9,29.5,29.5,6.0,0.000999,1.57,318.0,0.02,6,1.44e-06,25.5,53.2
0,325.0,151.0,151.0,3.0,105.0,105.0,326.0,0.0757,12.3,29.5,29.5,6.0,0.000977,1.79,316.0,0.0186,6,-2.7e-06,21.2,53.3
0,325.0,151.0,151.0,3.0,105.0,105.0,326.0,0.102,13.0,29.5,29.5,6.0,0.00134,1.27,317.0,0.0177,6,1.03e-06,14.1,53.4
0,325.0,152.0,152.0,3.0,105.0,105.0,326.0,0.112,16.0,29.5,29.5,6.0,0.0014,1.23,318.0,0.0157,6,1.93e-06,24.5,53.2
0,325.0,152.0,152.0,3.0,105.0,105.0,326.0,0.0752,13.5,29.5,29.5,6.0,0.000923,1.38,315.0,0.0251,6,-2.25e-06,15.6,53.5
0,325.0,153.0,153.0,3.0,105.0,105.0,326.0,0.0726,12.2,29.5,29.5,6.0,0.000928,1.36,317.0,0.0173,6,-1.11e-06,16.3,53.4
0,325.0,154.0,154.0,3.0,105.0,105.0,326.0,0.0908,14.1,29.5,29.5,6.0,0.00119,1.45,318.0,0.0174,6,-2.3e-06,22.6,53.3
0,325.0,150.0,150.0,3.0,91.6,91.6,326.0,0.0937,14.9,28.5,28.5,6.0,0.00112,6.48,321.0,0.0843,6,0.0,23.2,53.3
0,325.0,150.0,150.0,3.0,91.6,91.6,326.0,0.0952,13.5,28.5,28.5,6.0,0.00124,7.44,318.0,0.0833,6,0.0,20.7,53.4
0,325.0,151.0,151.0,3.0,91.6,91.6,326.0,0.114,14.4,28.5,28.5,6.0,0.00141,7.11,320.0,0.0836,6,0.0,23.0,53.3
0,325.0,151.0,151.0,3.0,91.6,91.6,326.0,0.0965,13.9,28.5,28.5,6.0,0.00112,6.37,321.0,0.0842,6,0.0,23.9,53.3
0,325.0,152.0,152.0,3.0,91.6,91.6,326.0,0.0853,13.5,28.5,28.5,6.0,0.00109,4.14,322.0,0.0773,6,1.22e-05,15.6,53.4
0,325.0,153.0,153.0,3.0,91.6,91.6,326.0,0.0714,13.4,28.5,28.5,6.0,0.000899,5.98,320.0,0.0829,6,0.0,20.7,53.3
0,325.0,153.0,153.0,3.0,91.6,91.6,326.0,0.0864,13.7,28.5,28.5,6.0,0.00111,6.19,320.0,0.0845,6,-1.33e-05,16.7,53.4
0,325.0,154.0,154.0,3.0,91.6,91.6,326.0,0.0854,13.4,28.5,28.5,6.0,0.00101,6.72,318.0,0.0853,6,0.0,25.5,53.3
0,325.0,154.0,154.0,3.0,91.6,91.6,326.0,0.0801,13.2,28.5,28.5,6.0,0.000993,5.86,319.0,0.0849,6,-1.32e-05,21.7,53.3
0,325.0,155.0,155.0,3.0,91.6,91.6,326.0,0.0836,12.1,28.5,28.5,6.0,0.00105,6.61,320.0,0.0841,6,1.33e-05,18.2,53.4
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0185,1.4,119.0,119.0,6.0,2.07e-07,2.3,329.0,0.0154,6,2.06e-07,0.26,0.002
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0197,0.553,119.0,119.0,6.0,-6.05e-07,0.512,329.0,0.0178,6,-3.59e-07,0.26,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0219,0.468,119.0,119.0,6.0,4.07e-07,0.566,329.0,0.0161,6,0.0,0.26,0.001
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0159,1.06,119.0,119.0,6.0,7.59e-07,1.49,329.0,0.0146,6,0.0,0.157,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0159,1.59,119.0,119.0,6.0,0.0,0.678,329.0,0.0125,6,0.0,0.35,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0179,0.911,119.0,119.0,6.0,-4.66e-07,1.07,329.0,0.0163,6,1.76e-07,0.0667,-0.002
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0156,0.238,119.0,119.0,6.0,0.0,0.827,329.0,0.0159,6,5.76e-07,0.531,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.015,0.659,119.0,119.0,6.0,1.75e-07,0.202,329.0,0.0129,6,0.0,0.453,-0.002
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.023,0.87,119.0,119.0,6.0,-3.18e-07,1.68,329.0,0.0276,6,-1.16e-06,-0.0237,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0225,4.12,119.0,119.0,6.0,-6.92e-07,1.06,329.0,0.0155,6,0.0,0.0666,0.0
0,325.0,151.0,151.0,3.0,73.0,73.0,326.0,0.0262,2.12,33.6,33.6,6.0,0.0,3.13,319.0,0.0191,6,-6.19e-07,16.9,53.5
0,325.0,151.0,151.0,3.0,73.0,73.0,327.0,0.0244,2.03,33.0,33.0,6.0,0.0,0.953,319.0,0.0148,6,0.0,26.0,53.2
0,325.0,151.0,151.0,3.0,73.0,73.0,326.0,0.026,2.33,32.4,32.4,6.0,-5.94e-06,0.126,318.0,0.0158,6,0.0,17.1,53.4
0,325.0,151.0,151.0,3.0,73.0,73.0,327.0,0.025,1.29,31.8,31.8,6.0,9.34e-06,0.29,319.0,0.0152,6,4.8e-07,18.7,53.4
0,325.0,151.0,151.0,3.0,73.0,73.0,326.0,0.0312,3.82,31.2,31.2,6.0,0.0,1.69,319.0,0.0224,6,7.34e-07,23.4,53.2
0,325.0,151.0,151.0,3.0,73.0,73.0,327.0,0.0231,1.61,30.6,30.6,6.0,-2.97e-06,2.65,318.0,0.0262,6,0.0,21.8,53.4
0,325.0,151.0,151.0,3.0,73.0,73.0,326.0,0.0336,1.15,30.0,30.0,6.0,0.0,1.64,319.0,0.025,6,-1.42e-07,20.7,53.3
0,325.0,151.0,151.0,3.0,73.0,73.0,326.0,0.027,2.52,29.4,29.4,6.0,3.26e-06,0.606,318.0,0.0156,6,6.57e-07,20.2,53.3
0,325.0,151.0,151.0,3.0,73.0,73.0,326.0,0.0247,2.15,28.8,28.8,6.0,2.99e-06,0.786,318.0,0.0114,6,-5.04e-07,24.7,53.3
0,325.0,151.0,151.0,3.0,73.0,73.0,326.0,0.0735,13.9,28.5,28.5,6.0,0.000922,3.7,318.0,0.0174,6,-6.03e-07,18.0,53.4
0,325.0,141.0,141.0,3.0,95.7,95.6,327.0,0.0662,5.97,28.5,28.5,6.0,1.03e-05,12.3,319.0,0.0794,6,0.00101,23.5,53.2
0,325.0,141.0,141.0,3.0,96.2,96.2,327.0,0.0659,3.15,28.5,28.5,6.0,3.03e-05,12.3,319.0,0.0845,6,0.00107,24.5,53.2
0,325.0,141.0,141.0,3.0,96.9,96.8,327.0,0.0661,4.81,28.5,28.5,6.0,-1.03e-05,13.3,319.0,0.0915,6,0.00111,17.8,53.4
0,325.0,141.0,141.0,3.0,97.4,97.4,326.0,0.0636,4.74,28.5,28.5,6.0,1.99e-05,15.9,319.0,0.131,6,0.00172,22.9,53.3
0,325.0,141.0,141.0,3.0,98.1,98.0,327.0,0.0638,4.63,28.5,28.5,6.0,1.98e-05,12.4,318.0,0.105,6,0.00136,19.1,53.4
0,325.0,141.0,141.0,3.0,98.6,98.6,326.0,0.0646,3.35,28.5,28.5,6.0,1e-05,16.2,317.0,0.133,6,0.0017,20.2,53.3
0,325.0,141.0,141.0,3.0,99.2,99.2,326.0,0.067,5.49,28.5,28.5,6.0,6.25e-05,14.5,319.0,0.119,6,0.00148,17.2,53.4
0,325.0,141.0,141.0,3.0,99.8,99.8,327.0,0.0646,2.42,28.5,28.5,6.0,5.09e-05,13.7,318.0,0.098,6,0.00118,23.0,53.3
0,325.0,141.0,141.0,3.0,100.0,100.0,326.0,0.0668,3.24,28.5,28.5,6.0,1.03e-05,13.6,318.0,0.0775,6,0.000942,23.3,53.3
0,325.0,141.0,141.0,3.0,101.0,101.0,326.0,0.071,6.75,28.5,28.5,6.0,4.04e-05,22.8,317.0,0.348,6,0.00364,14.1,53.5
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0223,4.18,119.0,119.0,6.0,9.46e-07,0.513,329.0,0.0171,6,0.0,-0.139,-0.00325
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0174,0.963,119.0,119.0,6.0,6.44e-07,1.54,329.0,0.0301,6,2.5e-06,0.35,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0239,1.89,119.0,119.0,6.0,1.93e-06,1.94,329.0,0.024,6,1.61e-06,0.363,-0.001
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0178,1.2,119.0,119.0,6.0,-5.83e-07,3.16,329.0,0.0179,6,1.05e-06,0.157,0.001
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0211,1.84,119.0,119.0,6.0,0.0,2.23,329.0,0.023,6,0.0,0.157,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0174,1.83,119.0,119.0,6.0,-1.06e-06,0.533,329.0,0.0133,6,0.0,-0.0363,0.001
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0195,0.832,119.0,119.0,6.0,-7.77e-07,0.746,329.0,0.014,6,-1.26e-06,0.26,-0.001
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0197,0.87,119.0,119.0,6.0,-1.53e-07,2.2,329.0,0.0171,6,1.04e-06,0.0665,0.0
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0187,1.25,119.0,119.0,6.0,-2.12e-06,0.4,329.0,0.0242,6,0.0,0.157,0.001
0,328.0,198.0,198.0,3.0,158.0,158.0,329.0,0.0287,0.65,119.0,119.0,6.0,1.09e-06,1.67,329.0,0.0159,6,7.59e-07,-0.0238,-0.00075
0,325.0,155.0,155.0,3.0,105.0,105.0,326.0,0.107,12.4,27.5,27.5,6.0,0.00139,0.476,317.0,0.0206,6,0.0,24.1,53.3
0,325.0,156.0,155.0,3.0,105.0,105.0,326.0,0.0995,14.0,27.5,27.5,6.0,0.00121,1.6,318.0,0.0293,6,-1.07e-06,15.6,53.4
0,325.0,156.0,156.0,3.0,105.0,105.0,326.0,0.0926,14.8,27.5,27.5,6.0,0.00119,2.44,317.0,0.0207,6,-5.66e-06,20.4,53.4
0,325.0,157.0,157.0,3.0,105.0,105.0,326.0,0.0759,13.8,27.5,27.5,6.0,0.000976,1.81,317.0,0.0181,6,-9.55e-07,27.5,53.2
0,325.0,157.0,157.0,3.0,105.0,105.0,326.0,0.108,13.4,27.5,27.5,6.0,0.00142,1.51,318.0,0.0186,6,1.28e-06,18.5,53.4
0,325.0,158.0,158.0,3.0,105.0,105.0,326.0,0.103,13.9,27.5,27.5,6.0,0.00128,2.06,317.0,0.0222,6,-3.02e-06,22.4,53.3
0,325.0,159.0,158.0,3.0,105.0,105.0,326.0,0.0831,13.1,27.5,27.5,6.0,0.00103,1.69,317.0,0.0171,6,0.0,19.7,53.4
0,325.0,159.0,159.0,3.0,105.0,105.0,327.0,0.086,13.1,27.5,27.5,6.0,0.00108,1.7,318.0,0.0206,6,-1.37e-06,16.6,53.4
0,325.0,160.0,160.0,3.0,105.0,105.0,326.0,0.157,9.31,27.5,27.5,6.0,0.00196,1.53,318.0,0.0227,6,1.04e-05,23.6,53.2
0,325.0,160.0,160.0,3.0,105.0,105.0,326.0,0.0953,12.5,27.5,27.5,6.0,0.00112,7.62,318.0,0.0836,6,0.000309,21.1,53.4
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0445,3.02,55.5,55.5,50.0,-1.32e-05,1.66,329.0,0.0258,6,0.0,0.252,0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0452,1.89,55.5,55.5,50.0,0.0,1.21,329.0,0.0236,6,-2.6e-06,0.234,0.00075
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0569,4.42,55.5,55.5,50.0,8.28e-06,0.754,329.0,0.0238,6,-3.16e-06,0.252,-0.002
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0456,2.35,55.5,55.5,50.0,-2.74e-05,1.08,329.0,0.0235,6,0.0,1.73,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0463,1.99,55.5,55.5,50.0,-1.26e-05,1.48,329.0,0.0285,6,-3.18e-06,-0.251,0.0
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0508,3.2,55.5,55.5,50.0,-1.44e-05,2.96,329.0,0.0251,6,-2.56e-06,0.252,0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.062,4.01,55.5,55.5,50.0,1.9e-05,3.24,329.0,0.0245,6,5.08e-06,0.499,-0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0446,2.12,55.5,55.5,50.0,-6.75e-06,2.77,329.0,0.0259,6,-2.8e-06,-0.00411,-0.001
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.0446,5.64,55.5,55.5,50.0,6.35e-06,1.47,329.0,0.0323,6,-2.8e-06,0.252,-0.00175
0,328.0,141.0,141.0,3.0,77.8,77.8,329.0,0.045,4.96,55.5,55.5,50.0,-2.01e-05,1.07,329.0,0.0229,6,-2.89e-06,0.243,-0.00175
0,325.0,141.0,141.0,3.0,94.0,94.0,327.0,0.0532,2.77,27.5,27.5,6.0,-3.22e-05,11.4,323.0,0.236,6,0.000807,19.1,53.3
0,325.0,141.0,141.0,3.0,94.5,94.5,327.0,0.0439,4.8,27.5,27.5,6.0,-3.32e-05,15.1,324.0,0.132,6,0.00164,22.4,53.4
0,325.0,141.0,141.0,3.0,95.1,95.1,326.0,0.0454,4.73,27.5,27.5,6.0,-4.1e-05,13.9,323.0,0.0862,6,0.00101,21.2,53.3
0,325.0,141.0,141.0,3.0,95.7,95.7,326.0,0.0466,3.73,27.5,27.5,6.0,-1.89e-05,12.9,323.0,0.06,6,0.000719,21.9,53.3
0,325.0,141.0,141.0,3.0,96.3,96.3,327.0,0.0411,6.66,27.5,27.5,6.0,-1.24e-05,11.8,323.0,0.064,6,0.000795,22.2,53.3
0,325.0,141.0,141.0,3.0,96.9,96.9,326.0,0.0432,6.15,27.5,27.5,6.0,-1.94e-05,14.2,323.0,0.113,6,0.00145,14.8,53.5
0,325.0,141.0,141.0,3.0,97.5,97.5,326.0,0.0426,6.85,27.5,27.5,6.0,-2.48e-05,14.1,324.0,0.0933,6,0.00117,24.4,53.3
0,325.0,141.0,141.0,3.0,98.1,98.1,327.0,0.041,6.31,27.5,27.5,6.0,-2.15e-05,15.6,323.0,0.0819,6,0.000992,24.5,53.3
0,325.0,141.0,141.0,3.0,98.7,98.7,326.0,0.0421,5.84,27.5,27.5,6.0,-1.87e-05,15.8,323.0,0.094,6,0.00117,16.3,53.4
0,325.0,141.0,141.0,3.0,99.3,99.3,327.0,0.046,2.42,27.5,27.5,6.0,-2.28e-05,14.7,323.0,0.112,6,0.00142,26.2,53.2
0,325.0,141.0,141.0,3.0,98.6,98.6,327.0,0.0654,3.77,29.5,29.5,6.0,4.08e-05,16.5,319.0,0.133,6,0.00171,21.8,53.3
0,325.0,141.0,141.0,3.0,99.2,99.2,326.0,0.0632,3.13,29.5,29.5,6.0,2.96e-05,14.7,317.0,0.107,6,0.00131,21.2,53.4
0,325.0,141.0,141.0,3.0,99.8,99.8,326.0,0.0632,4.5,29.5,29.5,6.0,9.82e-06,14.8,318.0,0.0988,6,0.00122,15.7,53.3
0,325.0,141.0,141.0,3.0,100.0,100.0,326.0,0.068,4.11,29.5,29.5,6.0,1.97e-05,13.7,318.0,0.0772,6,0.000917,18.2,53.3
0,324.0,141.0,141.0,3.0,101.0,101.0,326.0,0.0646,3.85,29.5,29.5,6.0,2.02e-05,23.4,317.0,0.328,6,0.00333,24.2,53.3
0,325.0,141.0,141.0,3.0,102.0,101.0,326.0,0.0689,4.86,29.5,29.5,6.0,4.85e-05,13.7,318.0,0.107,6,0.00143,15.0,53.4
0,325.0,141.0,141.0,3.0,102.0,102.0,327.0,0.0644,4.36,29.5,29.5,6.0,9.87e-06,14.9,318.0,0.0975,6,0.00118,21.4,53.3
0,325.0,141.0,141.0,3.0,103.0,103.0,326.0,0.0644,3.78,29.5,29.5,6.0,3.79e-05,16.4,317.0,0.159,6,0.00208,20.3,53.3
0,325.0,142.0,142.0,3.0,103.0,103.0,326.0,0.101,4.98,29.5,29.5,6.0,0.000253,13.4,317.0,0.0865,6,0.00108,11.0,53.5
0,325.0,142.0,142.0,3.0,104.0,104.0,326.0,0.0746,6.89,29.5,29.5,6.0,0.00038,15.0,319.0,0.1,6,0.00115,25.6,53.2
0,325.0,142.0,142.0,3.0,104.0,104.0,326.0,0.104,10.5,29.5,29.5,6.0,0.000802,13.7,317.0,0.131,6,0.00142,21.5,53.3
0,325.0,153.0,153.0,3.0,103.0,103.0,326.0,0.105,14.8,29.5,29.5,6.0,0.00133,2.96,321.0,0.0602,6,9.23e-06,16.6,53.4
0,325.0,152.0,152.0,3.0,103.0,103.0,326.0,0.0905,12.6,29.5,29.5,6.0,0.00115,2.93,322.0,0.0602,6,1.75e-05,25.7,53.2
0,325.0,152.0,152.0,3.0,103.0,103.0,326.0,0.0968,13.6,29.5,29.5,6.0,0.00124,2.7,321.0,0.0565,6,0.0,17.8,53.4
0,325.0,151.0,151.0,3.0,103.0,103.0,326.0,0.12,14.0,29.5,29.5,6.0,0.00151,2.85,321.0,0.057,6,-1.77e-05,18.4,53.4
0,325.0,150.0,151.0,3.0,103.0,103.0,326.0,0.101,13.8,29.5,29.5,6.0,0.00119,2.87,322.0,0.0585,6,0.0,22.1,53.3
0,325.0,150.0,150.0,3.0,103.0,103.0,326.0,0.0893,12.9,29.5,29.5,6.0,0.00114,3.17,321.0,0.0555,6,1.73e-05,14.4,53.4
0,325.0,149.0,149.0,3.0,103.0,103.0,326.0,0.101,13.7,29.5,29.5,6.0,0.00125,3.23,321.0,0.0615,6,8.44e-06,17.3,53.3
